date,name student,rating,number rating
2043-01-24,Denis,4,6
2043-01-28,Denis,2,4
2043-01-29,Denis,3,3
2043-02-01,Denis,3,6
2043-02-12,Denis,3,4
2043-02-13,Denis,3,1
2043-02-14,Denis,2,7
2043-02-16,Denis,5,3
2043-02-22,Denis,3,7
2043-02-23,Denis,4,7
2043-02-24,Denis,4,7
2043-02-27,Denis,2,2
2043-03-03,Denis,4,7
2043-03-04,Denis,3,7
2043-03-08,Denis,2,1
2043-03-12,Denis,5,2
2043-03-18,Denis,4,1
2043-03-19,Denis,4,5
2043-03-21,Denis,2,2
2043-03-25,Denis,3,2
2043-03-28,Denis,5,3
2043-03-30,Denis,3,6
2043-04-03,Denis,5,1
2043-04-13,Denis,4,5
2043-04-15,Denis,4,1
2043-04-18,Denis,4,1
2043-04-21,Denis,2,7
2043-04-23,Denis,3,4
2043-04-25,Denis,5,7
2043-05-03,Denis,5,1
2043-05-05,Denis,4,7
2043-05-08,Denis,4,6
2043-05-09,Denis,4,4
2043-05-13,Denis,3,5
2043-05-14,Denis,5,4
2043-05-16,Denis,2,3
2043-05-21,Denis,3,3
2043-05-25,Denis,5,4
2043-05-26,Denis,4,5
2043-05-28,Denis,5,7
2043-05-30,Denis,2,4
2043-05-31,Denis,5,3
2043-06-05,Denis,3,5
2043-06-11,Denis,5,1
2043-06-13,Denis,3,4
2043-06-14,Denis,4,4
2043-06-24,Denis,3,7
2043-06-25,Denis,4,3
2043-06-26,Denis,2,3
2043-06-27,Denis,2,6
2043-06-28,Denis,5,1
2043-07-01,Denis,4,1
2043-07-02,Denis,3,3
2043-07-10,Denis,4,2
2043-07-19,Denis,3,5
2043-07-20,Denis,4,3
2043-07-21,Denis,2,5
2043-07-26,Denis,5,7
2043-07-27,Denis,5,1
2043-07-28,Denis,3,1
2043-07-31,Denis,4,6
2043-08-07,Denis,5,7
2043-08-09,Denis,2,6
2043-08-14,Denis,3,2
2043-08-16,Denis,3,1
2043-08-21,Denis,2,4
2043-08-24,Denis,3,5
2043-08-25,Denis,2,3
2043-08-26,Denis,2,5
2043-08-30,Denis,3,6
2043-08-31,Denis,2,7
2043-09-01,Denis,3,2
2043-09-02,Denis,3,5
2043-09-03,Denis,4,2
2043-09-04,Denis,2,7
2043-09-06,Denis,4,7
2043-09-08,Denis,2,3
2043-09-13,Denis,5,6
2043-09-14,Denis,3,6
2043-09-15,Denis,3,6
2043-09-20,Denis,5,6
2043-09-22,Denis,4,3
2043-09-23,Denis,2,5
2043-09-27,Denis,4,5
2043-10-01,Denis,5,1
2043-10-02,Denis,3,1
2043-10-03,Denis,3,3
2043-10-09,Denis,5,1
2043-10-10,Denis,4,6
2043-10-17,Denis,2,5
2043-10-21,Denis,2,1
2043-10-22,Denis,5,1
2043-10-24,Denis,2,7
2043-10-27,Denis,5,3
2043-10-28,Denis,5,3
2043-10-29,Denis,4,4
2043-10-30,Denis,5,2
2043-11-01,Denis,3,1
2043-11-03,Denis,3,2
2043-11-04,Denis,3,6
2043-11-07,Denis,3,4
2043-11-08,Denis,5,4
2043-11-09,Denis,3,1
2043-11-16,Denis,2,4
2043-11-22,Denis,5,2
2043-11-23,Denis,2,2
2043-11-26,Denis,2,4
2043-11-27,Denis,3,6
2043-11-28,Denis,4,2
2043-11-29,Denis,5,6
2043-12-03,Denis,2,4
2043-12-07,Denis,3,2
2043-12-08,Denis,2,5
2043-12-10,Denis,3,7
2043-12-11,Denis,2,4
2043-12-12,Denis,2,5
2043-12-16,Denis,5,5
2043-12-24,Denis,4,5
2043-12-26,Denis,4,3
2043-12-28,Denis,5,1
2043-12-30,Denis,4,6
2043-12-31,Denis,2,1
2044-01-08,Denis,5,5
2044-01-09,Denis,4,1
2044-01-10,Denis,5,3
2044-01-15,Denis,4,5
2044-01-19,Denis,5,2
2044-01-23,Denis,4,4
2044-01-24,Denis,4,3
2044-01-25,Denis,4,5
2044-02-01,Denis,2,2
2044-02-06,Denis,3,5
2044-02-08,Denis,5,1
2044-02-11,Denis,3,6
2044-02-13,Denis,2,4
2044-02-15,Denis,2,4
2044-02-17,Denis,4,1
2044-02-23,Denis,2,5
2044-02-24,Denis,2,2
2044-02-29,Denis,2,4
2044-03-01,Denis,3,4
2044-03-02,Denis,3,1
2044-03-03,Denis,4,4
2044-03-04,Denis,4,7
2044-03-07,Denis,4,7
2044-03-11,Denis,2,5
2044-03-13,Denis,2,2
2044-03-25,Denis,5,3
2044-03-28,Denis,3,6
2044-03-29,Denis,2,2
2044-04-05,Denis,4,7
2044-04-08,Denis,5,2
2044-04-09,Denis,2,4
2044-04-11,Denis,2,3
2044-04-15,Denis,3,6
2044-04-17,Denis,5,6
2044-04-18,Denis,5,3
2044-04-19,Denis,3,3
2044-04-22,Denis,5,3
2044-04-25,Denis,2,1
2044-04-26,Denis,3,7
2044-04-28,Denis,3,1
2044-04-30,Denis,4,3
2044-05-01,Denis,4,7
2044-05-04,Denis,4,2
2044-05-06,Denis,4,7
2044-05-07,Denis,3,3
2044-05-10,Denis,2,3
2044-05-12,Denis,3,4
2044-05-13,Denis,4,1
2044-05-14,Denis,2,3
2044-05-21,Denis,4,3
2044-05-25,Denis,4,7
2044-05-27,Denis,3,5
2044-05-28,Denis,2,2
2044-05-29,Denis,3,2
2044-06-03,Denis,2,1
2044-06-04,Denis,3,6
2044-06-08,Denis,4,6
2044-06-10,Denis,4,5
2044-06-12,Denis,3,4
2044-06-18,Denis,2,2
2044-06-19,Denis,3,5
2044-06-20,Denis,5,6
2044-06-22,Denis,4,4
2044-06-28,Denis,3,3
2044-06-29,Denis,2,2
2044-07-04,Denis,3,6
2044-07-06,Denis,4,3
2044-07-11,Denis,3,2
2044-07-13,Denis,5,5
2044-07-18,Denis,4,2
2044-07-24,Denis,2,2
2044-07-29,Denis,3,6
2044-07-31,Denis,2,2
2044-08-04,Denis,4,5
2044-08-05,Denis,2,7
2044-08-06,Denis,4,1
2044-08-09,Denis,5,4
2044-08-13,Denis,4,5
2044-08-19,Denis,5,4
2044-08-21,Denis,3,7
2044-08-24,Denis,4,5
2044-08-25,Denis,5,3
2044-08-26,Denis,5,5
2044-08-28,Denis,5,4
2044-09-01,Denis,5,5
2044-09-05,Denis,2,1
2044-09-13,Denis,4,5
2044-09-14,Denis,5,4
2044-09-18,Denis,2,7
2044-09-21,Denis,4,1
2044-09-23,Denis,5,4
2044-09-26,Denis,2,5
2044-09-28,Denis,2,4
2044-09-29,Denis,5,4
2044-09-30,Denis,4,6
2044-10-07,Denis,2,2
2044-10-11,Denis,4,5
2044-10-13,Denis,5,1
2044-10-14,Denis,3,3
2044-10-18,Denis,4,2
2044-10-19,Denis,3,2
2044-10-21,Denis,2,3
2044-10-24,Denis,5,4
2044-10-28,Denis,5,5
2044-11-03,Denis,3,7
2044-11-05,Denis,2,1
2044-11-07,Denis,5,2
2044-11-08,Denis,4,3
2044-11-13,Denis,5,5
2044-11-17,Denis,4,5
2044-11-19,Denis,4,5
2044-11-25,Denis,5,5
2044-11-26,Denis,5,6
2044-12-03,Denis,3,3
2044-12-05,Denis,3,5
2044-12-06,Denis,3,1
2044-12-09,Denis,2,1
2044-12-12,Denis,2,3
2044-12-13,Denis,3,4
2044-12-16,Denis,3,4
2044-12-20,Denis,5,6
2044-12-22,Denis,4,6
2044-12-23,Denis,4,2
2044-12-25,Denis,2,4
2044-12-29,Denis,5,6
2045-01-02,Denis,4,1
2045-01-05,Denis,3,2
2045-01-10,Denis,3,2
2045-01-12,Denis,3,3
2045-01-16,Denis,5,2
2045-01-21,Denis,5,4
2045-01-26,Denis,2,5
2045-01-29,Denis,4,2
2045-01-30,Denis,3,7
2045-01-31,Denis,3,1
2045-02-01,Denis,3,2
2045-02-11,Denis,5,6
2045-02-12,Denis,2,4
2045-02-16,Denis,2,2
2045-02-20,Denis,4,4
2045-02-22,Denis,3,1
2045-02-23,Denis,4,3
2045-02-24,Denis,3,1
2045-02-25,Denis,2,3
2045-02-28,Denis,3,1
2045-03-06,Denis,5,6
2045-03-07,Denis,2,2
2045-03-10,Denis,2,6
2045-03-15,Denis,5,5
2045-03-17,Denis,4,6
2045-03-26,Denis,2,4
2045-03-27,Denis,3,2
2045-04-01,Denis,5,1
2045-04-02,Denis,5,1
2045-04-03,Denis,2,5
2045-04-04,Denis,5,1
2045-04-05,Denis,4,3
2045-04-12,Denis,3,5
2045-04-16,Denis,2,7
2045-04-17,Denis,2,7
2045-04-18,Denis,4,7
2045-04-20,Denis,5,4
2045-04-21,Denis,4,4
2045-04-24,Denis,2,1
2045-04-25,Denis,3,1
2045-05-01,Denis,4,7
2045-05-02,Denis,2,6
2045-05-04,Denis,4,3
2045-05-05,Denis,5,2
2045-05-06,Denis,5,7
2045-05-07,Denis,5,6
2045-05-08,Denis,2,5
2045-05-09,Denis,2,1
2045-05-13,Denis,5,5
2045-05-14,Denis,4,3
2045-05-20,Denis,4,1
2045-05-22,Denis,2,7
2045-05-28,Denis,2,1
2045-05-29,Denis,3,5
2045-06-05,Denis,2,3
2045-06-07,Denis,2,4
2045-06-12,Denis,4,7
2045-06-14,Denis,5,6
2045-06-15,Denis,4,4
2045-06-16,Denis,2,5
2045-06-19,Denis,3,2
2045-06-20,Denis,5,6
2045-06-22,Denis,2,3
2045-06-23,Denis,2,2
2045-06-27,Denis,3,1
2045-06-28,Denis,5,1
2045-07-07,Denis,3,5
2045-07-09,Denis,2,1
2045-07-12,Denis,3,1
2045-07-13,Denis,3,1
2045-07-16,Denis,4,4
2045-07-18,Denis,3,1
2045-07-24,Denis,3,2
2045-07-27,Denis,3,1
2045-07-29,Denis,4,3
2045-07-31,Denis,5,5
2045-08-05,Denis,2,3
2045-08-07,Denis,2,5
2045-08-11,Denis,3,5
2045-08-12,Denis,3,5
2045-08-17,Denis,3,5
2045-08-18,Denis,4,5
2045-08-20,Denis,5,7
2045-08-21,Denis,3,3
2045-08-22,Denis,4,2
2045-08-23,Denis,2,6
2045-08-29,Denis,4,4
2045-09-01,Denis,4,4
2045-09-02,Denis,3,6
2045-09-07,Denis,5,3
2045-09-08,Denis,5,2
2045-09-11,Denis,5,1
2045-09-17,Denis,4,3
2045-09-18,Denis,2,3
2045-09-21,Denis,3,3
2045-09-25,Denis,4,2
2045-09-27,Denis,5,3
2045-09-30,Denis,3,6
2045-10-03,Denis,5,1
2045-10-17,Denis,5,2
2045-10-21,Denis,5,7
2045-10-22,Denis,4,4
2045-10-24,Denis,3,5
2045-10-28,Denis,2,5
2045-10-29,Denis,5,2
2045-10-30,Denis,3,5
2045-11-01,Denis,3,7
2045-11-02,Denis,4,6
2045-11-05,Denis,2,6
2045-11-09,Denis,4,7
2045-11-11,Denis,2,7
2045-11-13,Denis,2,5
2045-11-16,Denis,2,3
2045-11-19,Denis,3,3
2045-11-21,Denis,2,2
2045-11-27,Denis,3,1
2045-11-28,Denis,5,6
2045-12-02,Denis,5,1
2045-12-03,Denis,2,1
2045-12-04,Denis,2,2
2045-12-07,Denis,4,5
2045-12-08,Denis,3,5
2045-12-09,Denis,5,1
2045-12-12,Denis,3,5
2045-12-13,Denis,5,1
2045-12-18,Denis,5,2
2045-12-21,Denis,4,6
2045-12-28,Denis,5,2
2045-12-29,Denis,2,2
2045-12-31,Denis,3,4
2046-01-03,Denis,2,6
2046-01-11,Denis,5,7
2046-01-16,Denis,5,2
2046-01-18,Denis,5,2
2046-01-21,Denis,3,2
2046-01-22,Denis,2,7
2046-01-23,Denis,5,6
2046-01-25,Denis,2,6
2046-01-30,Denis,5,7
2046-01-31,Denis,5,4
2046-02-02,Denis,2,1
2046-02-09,Denis,2,6
2046-02-10,Denis,5,4
2046-02-12,Denis,2,5
2046-02-14,Denis,4,3
2046-02-15,Denis,5,3
2046-02-17,Denis,2,3
2046-02-22,Denis,2,5
2046-02-23,Denis,3,6
2046-02-26,Denis,4,4
2046-02-27,Denis,4,7
2046-02-28,Denis,4,3
2046-03-04,Denis,4,4
2046-03-08,Denis,2,4
2046-03-11,Denis,2,4
2046-03-18,Denis,4,4
2046-03-22,Denis,2,3
2046-03-24,Denis,2,6
2046-03-28,Denis,5,7
2046-03-30,Denis,4,2
2046-03-31,Denis,4,6
2046-04-01,Denis,4,1
2046-04-02,Denis,2,5
2046-04-05,Denis,2,4
2046-04-06,Denis,4,3
2046-04-11,Denis,2,3
2046-04-12,Denis,4,2
2046-04-14,Denis,4,6
2046-04-17,Denis,3,5
2046-04-20,Denis,4,1
2046-04-23,Denis,3,5
2046-04-25,Denis,3,3
2046-04-30,Denis,2,5
2046-05-01,Denis,4,7
2046-05-02,Denis,3,5
2046-05-03,Denis,2,5
2046-05-04,Denis,5,2
2046-05-11,Denis,3,6
2046-05-18,Denis,2,2
2046-05-22,Denis,5,2
2046-05-29,Denis,3,5
2046-05-31,Denis,5,2
2046-06-02,Denis,3,2
2046-06-04,Denis,2,7
2046-06-05,Denis,2,4
2046-06-06,Denis,2,7
2046-06-07,Denis,3,4
2046-06-08,Denis,4,2
2046-06-13,Denis,4,4
2046-06-17,Denis,5,2
2046-06-23,Denis,3,4
2046-06-24,Denis,4,2
2046-06-26,Denis,4,2
2046-07-01,Denis,4,2
2046-07-04,Denis,2,5
2046-07-05,Denis,5,5
2046-07-06,Denis,3,5
2046-07-07,Denis,5,1
2046-07-09,Denis,3,2
2046-07-11,Denis,4,5
2046-07-14,Denis,4,6
2046-07-15,Denis,2,1
2046-07-18,Denis,3,3
2046-07-21,Denis,4,6
2046-07-26,Denis,5,6
2046-07-28,Denis,5,6
2046-07-29,Denis,3,5
2046-08-01,Denis,3,4
2046-08-02,Denis,3,7
2046-08-03,Denis,5,7
2046-08-04,Denis,2,3
2046-08-05,Denis,5,1
2046-08-06,Denis,4,6
2046-08-08,Denis,4,3
2046-08-10,Denis,2,5
2046-08-12,Denis,3,4
2046-08-13,Denis,5,4
2046-08-15,Denis,4,6
2046-08-17,Denis,5,6
2046-08-18,Denis,4,6
2046-08-19,Denis,3,6
2046-08-21,Denis,3,7
2046-08-23,Denis,5,2
2046-08-24,Denis,5,3
2046-08-26,Denis,5,5
2046-08-27,Denis,5,1
2046-09-05,Denis,5,5
2046-09-11,Denis,5,6
2046-09-14,Denis,5,1
2046-09-15,Denis,3,2
2046-09-17,Denis,2,1
2046-09-18,Denis,2,3
2046-09-19,Denis,2,2
2046-09-20,Denis,4,3
2046-09-26,Denis,3,2
2046-09-30,Denis,4,4
2046-10-01,Denis,3,3
2046-10-04,Denis,3,6
2046-10-06,Denis,2,2
2046-10-07,Denis,2,6
2046-10-09,Denis,5,4
2046-10-10,Denis,3,2
2046-10-13,Denis,2,7
2046-10-16,Denis,4,2
2046-10-18,Denis,4,7
2046-10-22,Denis,2,1
2046-10-26,Denis,4,6
2046-10-31,Denis,2,4
2046-11-06,Denis,5,3
2046-11-07,Denis,4,3
2046-11-13,Denis,2,7
2046-11-14,Denis,2,7
2046-11-16,Denis,3,5
2046-11-21,Denis,3,7
2046-11-22,Denis,2,2
2046-11-23,Denis,3,2
2046-11-26,Denis,2,5
2046-12-06,Denis,4,7
2046-12-08,Denis,2,4
2046-12-09,Denis,5,1
2046-12-11,Denis,2,2
2046-12-16,Denis,3,6
2046-12-22,Denis,5,7
2046-12-23,Denis,2,6
2046-12-26,Denis,5,6
2046-12-29,Denis,2,2
2046-12-31,Denis,2,1
2047-01-01,Denis,3,5
2047-01-07,Denis,3,2
2047-01-11,Denis,4,2
2047-01-15,Denis,5,1
2047-01-16,Denis,3,6
2047-01-19,Denis,2,1
2047-01-20,Denis,4,7
2047-01-25,Denis,5,2
2047-01-29,Denis,5,7
2047-01-30,Denis,5,6
2047-02-03,Denis,2,3
2047-02-04,Denis,5,1
2047-02-05,Denis,3,3
2047-02-09,Denis,4,6
2047-02-11,Denis,3,5
2047-02-12,Denis,2,7
2047-02-13,Denis,3,3
2047-02-17,Denis,5,3
2047-02-19,Denis,5,7
2047-02-20,Denis,5,3
2047-02-25,Denis,2,5
2047-03-03,Denis,3,2
2047-03-05,Denis,3,5
2047-03-07,Denis,4,6
2047-03-12,Denis,2,7
2047-03-13,Denis,5,2
2047-03-26,Denis,4,6
2047-04-02,Denis,2,4
2047-04-04,Denis,2,4
2047-04-05,Denis,3,5
2047-04-07,Denis,2,5
2047-04-08,Denis,4,7
2047-04-09,Denis,2,4
2047-04-15,Denis,5,7
2047-04-16,Denis,3,3
2047-04-17,Denis,2,7
2047-04-18,Denis,2,5
2047-04-21,Denis,5,7
2047-04-23,Denis,2,2
2047-04-25,Denis,2,5
2047-04-30,Denis,4,6
2047-05-04,Denis,4,4
2047-05-05,Denis,5,4
2047-05-08,Denis,5,5
2047-05-09,Denis,3,6
2047-05-10,Denis,3,7
2047-05-15,Denis,4,6
